Hardcore,Casual
-4812.43269460418,-7162.1779464835
-4815.16564029421,-7166.96393897234
-4818.47006221098,-7171.68473620767
-4821.38197755164,-7176.55430203665
-4824.19374101278,-7181.23274864351
-4827.38284152244,-7185.87173341267
-4830.26596455475,-7190.54554725227
-4833.12484128239,-7195.24759456874
-4836.20968878415,-7199.83287986303
-4839.53549539431,-7204.52327841593
-4842.75082630938,-7209.19493787084
-4846.16899007714,-7213.79392677501
-4849.32633318927,-7218.27713878985
-4853.22890466643,-7222.90079080076
-4857.31308414657,-7227.78407756531
-4860.62353885957,-7232.42781357986
-4864.20911621968,-7237.12564093725
-4867.61685648844,-7242.06762218857
-4871.38740278965,-7246.86109921926
-4875.30171307881,-7251.79898243711
-4879.28986320238,-7256.68333922986
-4882.94015596222,-7261.60622916009
-4886.50041870378,-7266.57140749515
-4889.98257707293,-7271.51614316418
-4893.36390637986,-7276.61388774704
-4896.95453318084,-7281.56068646613
-4900.2169954221,-7286.52661883008
-4903.58202408237,-7291.5335763583
-4906.62989337363,-7296.48511749625
-4910.28356458662,-7301.24380844532
-4913.47595073185,-7306.09491026857
-4916.22778814295,-7310.82291701625
-4919.08451578938,-7315.4273170434
-4921.99555016434,-7320.27197471398
-4924.43684165831,-7324.9978566439
-4927.57770124724,-7329.68897828016
-4930.45089691523,-7334.52230940749
-4932.96304423319,-7339.16635470165
-4935.5568657056,-7343.87291441668
-4938.11887698836,-7348.54913058919
-4941.0557686717,-7353.12932660555
-4943.99638562087,-7357.85453383933
-4946.99322809743,-7362.55025357192
-4950.21988381621,-7367.27746735391
-4953.30824787612,-7371.71917929387
-4956.48759621554,-7376.37013123724
-4960.1598463676,-7381.11317954053
-4963.62482246423,-7385.6835904316
-4967.81105573583,-7390.50570191489
-4971.73515830834,-7395.51116540471
-4975.15320229376,-7400.43807144153
-4978.53088283165,-7405.20701170093
-4982.4155083994,-7409.91457751134
-4986.19072974532,-7414.72254244106
-4989.95239787015,-7419.60672565795
-4993.57093252377,-7424.29607434824
-4996.782596718,-7429.2202870008
-5000.26735069869,-7434.20806150781
-5003.43901642498,-7439.0182035498
-5006.69446983104,-7443.86364016101
-5009.56831775274,-7448.81724463634
-5012.77048382935,-7453.59953485017
-5016.02575217187,-7458.38008279811
-5019.17679273898,-7463.27933941638
-5021.59750767238,-7468.06874381099
-5024.10778532947,-7472.92130841914
-5026.7331558327,-7477.63130955752
-5029.5112782408,-7482.35215293723
-5032.92909502051,-7487.099679422
-5035.71309196125,-7491.78771156324
-5038.57382503484,-7496.46681421383
-5041.42479338714,-7501.11420162117
-5044.91085533559,-7505.81871788187
-5048.12807174245,-7510.84226471739
-5051.49354807674,-7515.68954153729
-5054.30871882499,-7520.30368432399
-5057.56956348531,-7525.01515692301
-5060.90813801874,-7529.85496788002
-5064.35380404424,-7534.51683847906
-5068.18112863654,-7539.18081940389
-5070.9720851455,-7543.89488330567
-5074.63825825828,-7548.59969481088
-5078.4089874945,-7553.47638687519
-5082.26480372233,-7558.38746529626
-5085.83757118511,-7563.19200949526
-5089.43082086678,-7568.02129376272
-5093.23460737285,-7572.90273068812
-5096.73613017692,-7577.74243287121
-5100.63928438883,-7582.45101280534
-5104.39603839173,-7587.40635848006
-5107.94721949803,-7592.06796763202
-5111.36047238746,-7596.99432591604
-5113.91507719055,-7601.88987252796
-5117.30268039331,-7606.71944951735
-5120.09685111251,-7611.53055783606
-5123.26398315556,-7616.49416636364
-5125.88240385681,-7621.36306301379
-5128.62493631089,-7626.30632261808
-5130.96626678403,-7631.12906207278
-5133.71380893625,-7635.87561156044
-5136.87682764132,-7640.45716790314
-5139.72022639671,-7645.1090283075
-5143.15667451712,-7649.86110615898
-5146.43355200598,-7654.58452386534
-5149.2830553549,-7659.28005090354
-5152.60443911171,-7664.03840993414
-5155.48888522923,-7668.76898448844
-5158.40810015237,-7673.55816547183
-5161.69728816723,-7678.29869407216
-5165.27910214859,-7683.01777279861
-5168.85811169335,-7687.60286127342
-5172.63695700469,-7692.33436784946
-5176.42270318847,-7697.17187754553
-5180.19583896043,-7702.12832352561
-5183.85235803992,-7706.96049935066
-5186.97198639456,-7711.65428589908
-5190.8057741802,-7716.36563993394
-5194.1836410372,-7721.33980002793
-5197.17709052096,-7726.34256195069
-5200.69609034976,-7731.02897966995
-5204.18259429266,-7735.61067746662
-5207.47494002219,-7740.50760620569
-5210.55745121658,-7745.27376837324
-5213.66312339016,-7750.20107426533
-5216.93229107268,-7755.03969320692
-5219.55864426689,-7759.69216054776
-5221.91635316397,-7764.70683636031
-5224.72708190249,-7769.48130505236
-5227.8276804531,-7774.20714694687
-5230.77517830039,-7779.14002749632
-5233.70220012619,-7783.95247020531
-5236.55479335315,-7788.74034509918
-5240.10007637219,-7793.51898871926
-5243.21776989164,-7798.33923273624
-5246.40544208911,-7803.17608204442
-5249.09337037017,-7807.87736861862
-5251.84530547242,-7812.68668000845
-5254.84980088139,-7817.38939482893
-5258.08151503437,-7822.23931489805
-5262.03439929736,-7826.99560861032
-5265.49758361976,-7831.73727543596
-5268.61949991735,-7836.31644297854
-5271.95248902926,-7841.08784954641
-5275.39242706259,-7845.81974421646
-5279.14612702112,-7850.53295394379
-5282.76920708123,-7855.28099936431
-5286.62833384202,-7859.99124825352
-5290.48818435995,-7864.73375863843
-5294.3829125995,-7869.36651002689
-5297.95661780101,-7873.91984487839
-5301.72023190309,-7878.77042312986
-5305.12808428559,-7883.60281240361
-5309.0693656077,-7888.54621417716
-5312.0860898821,-7893.236838157
-5315.1473326806,-7897.84249593443
-5318.50047136358,-7902.65431035174
-5321.7322596771,-7907.35412143856
-5325.16977320949,-7912.13126466463
-5328.05308576793,-7917.11970453382
-5330.67272175964,-7921.82450575157
-5333.50849386397,-7926.64285319395
-5336.58271552059,-7931.64873181158
-5339.55764756837,-7936.48613225655
-5342.07955302871,-7941.32846267458
-5344.7038848326,-7946.16073961468
-5348.03169717779,-7950.92943359634
-5351.00507093938,-7955.78978990272
-5353.90172347058,-7960.62786859163
-5357.25405371328,-7965.40568650196
-5360.62753061655,-7970.27444674784
-5364.16115382312,-7975.11326388689
-5367.90055312122,-7980.0283171002
-5371.65488591071,-7984.86439651104
-5375.37834771342,-7989.5867875161
-5378.64079095856,-7994.33976136901
-5382.32794956893,-7998.98543944377
-5385.53027625686,-8003.72216293761
-5388.92703554857,-8008.42993536657
-5392.14178280989,-8013.03416026263
-5395.97594759406,-8017.75955089233
-5399.43077585896,-8022.42686611437
-5402.95383178012,-8027.14438660948
-5406.34495460702,-8032.01721914751
-5409.65065970351,-8036.7023019164
-5413.00783421996,-8041.50997772521
-5416.68512227976,-8046.40597327322
-5419.84993821251,-8051.17976571865
-5423.45006214387,-8055.96358299063
-5426.7580836482,-8060.7160301475
-5429.64779131862,-8065.65182724991
-5432.49079757153,-8070.38238863199
-5435.52062488152,-8075.22204080044
-5438.84308045888,-8079.98526629988
-5441.70711215504,-8084.83275476531
-5444.44981437764,-8089.56957476002
-5447.64590387618,-8094.49946927783
-5450.77417692571,-8099.19668290289
-5453.49748228015,-8104.15371252923
-5456.76165792214,-8108.79831345473
-5460.01680608989,-8113.66193689421
-5463.17040925166,-8118.68296970379
-5466.79463646898,-8123.62566508344
-5470.06566210311,-8128.45577089858
-5473.51638379224,-8133.15007712592
-5477.1179890153,-8137.97770821742
-5480.94725029986,-8142.77464107902
-5484.26639722718,-8147.51148296423
-5488.05100235702,-8152.26407539874
-5492.0002260822,-8157.05901951039
-5495.77106681544,-8161.76538539749
-5499.24222281964,-8166.61720050348
-5503.03859692971,-8171.37216968615
-5506.5774834373,-8176.08813095299
-5510.55212976788,-8180.70713954315
-5513.97771809779,-8185.47318702847
-5517.5616435898,-8190.37188844263
-5520.87984610434,-8195.22480778404
-5523.95978652736,-8200.0647120375
-5527.17018087459,-8204.79906164682
-5530.09651392066,-8209.75698631926
-5532.82048820744,-8214.47170778024
-5535.94452132588,-8219.19769785246
-5538.9407877122,-8223.93765920852
-5541.82290292094,-8228.75756535226
-5544.507491026,-8233.58887498638
-5547.47389804862,-8238.39314550747
-5550.27953885309,-8243.00870498358
-5553.18786081371,-8247.77702434108
-5556.13742100383,-8252.72935583772
-5559.19376310572,-8257.64537642654
-5562.37468564745,-8262.6415451866
-5565.5463939163,-8267.61080124136
-5568.61176791639,-8272.39673567323
-5571.90136666224,-8277.31368587516
-5575.73957165814,-8282.16236137877
-5579.71207519784,-8286.98159454089
-5583.45208333951,-8291.91771350225
-5586.63007556494,-8296.87853441681
-5590.12426974992,-8301.65150168103
-5593.78669952313,-8306.51171920584
-5597.5553998074,-8311.26527069275
-5601.57665235057,-8316.11268263718
-5605.10905220426,-8321.11448870936
-5608.98857610442,-8325.95412348756
-5608.86122938517,-8326.91057002245
-5607.85711085673,-8327.17522339656
-5607.41038788075,-8326.85797398791
-5606.87432489152,-8327.3943837582
-5607.03165638365,-8328.72324051855
-5608.72144897415,-8331.0063930326
-5610.84262373097,-8334.26022719426
-5613.42518128227,-8337.82954639388
-5616.39492455554,-8342.01050762734
-5616.15066226265,-8343.3810328353
-5616.95225720354,-8345.47656960002
-5618.93685108577,-8348.80457189522
-5621.40129073518,-8352.76180398226
-5624.44436005351,-8357.23832586481
-5627.46772714014,-8361.99221177483
-5630.29781605143,-8366.95754865183
-5630.59089237217,-8368.67440958347
-5631.61080971093,-8371.22113390205
-5634.36293248494,-8374.7169711617
-5636.84225210844,-8378.90735593031
-5639.94584399329,-8383.68786888659
-5643.56465893513,-8388.66471827861
-5647.20071563196,-8393.44024350657
-5647.73334493199,-8395.34981883116
-5649.30194740878,-8397.92163044004
-5652.28069798008,-8401.59227588176
-5655.40354108845,-8405.82789983352
-5658.96219248642,-8410.36680320909
-5662.70308491056,-8414.99826473743
-5667.22502311429,-8419.60436223138
-5667.75290308869,-8421.08874513092
-5669.40138731065,-8423.4695780703
-5672.24074200892,-8427.09470718702
-5675.61020445497,-8431.37841464545
-5679.45284478908,-8435.8959981408
-5682.99934415828,-8440.65546966802
-5686.53149399053,-8445.45520580961
-5687.39547107502,-8447.00322134752
-5688.78602836097,-8449.59250902404
-5691.1973606477,-8453.15597027556
-5694.72891687754,-8457.53007643196
-5697.80476948133,-8462.05944120724
-5701.18738492545,-8466.76386760014
-5704.57196183677,-8471.77277000495
-5705.07179426473,-8473.29937665766
-5705.87626321893,-8475.64189127962
-5707.81448851349,-8479.30353433606
-5710.34457333727,-8483.38382546816
-5713.53501189786,-8488.05617483446
-5716.52397554633,-8492.89819188535
-5720.27602972524,-8497.76673240812
-5722.4988977396,-8501.05724535604
-5725.21657635097,-8504.76083246159
-5727.58948915585,-8508.9274688372
-5730.28772239211,-8513.58337533444
-5733.91583138629,-8518.30275184317
-5737.30056984559,-8523.14188038934
-5741.21578867292,-8528.14866406167
-5744.33858150027,-8532.61970522331
-5747.61957401111,-8537.19413770274
-5751.00407217869,-8541.88050636189
-5754.15470591402,-8546.57764813352
-5757.64167780493,-8551.38985165126
-5761.12109940627,-8556.20586376314
-5764.41635916928,-8561.13659524029
-5767.88127598687,-8565.84445946497
-5771.27931618227,-8570.51027929359
-5774.61127739457,-8575.2151852342
-5777.94402645359,-8579.92783749257
-5781.32553509108,-8584.68943983515
-5784.40981473328,-8589.37271157493
-5787.89992030369,-8593.9389342623
-5791.00366261463,-8598.53178744646
-5793.74973606855,-8603.31784949676
-5796.69876979275,-8608.02263235879
-5799.2436443978,-8612.60824241673
-5802.07663632221,-8617.23207474213
-5805.23712162466,-8622.09056683806
-5808.42956502307,-8626.78559646293
-5811.41768871482,-8631.42864390512
-5814.32000273623,-8636.15526270439
-5817.03848355573,-8640.68319359122
-5819.84324663986,-8645.44718078112
-5822.73805685413,-8650.00455729708
-5825.89107207202,-8654.6964002826
-5829.1971599633,-8659.47935578079
-5832.57371810947,-8664.19835520965
-5835.70110702358,-8668.93459320979
-5839.34632984943,-8673.4222452351
-5842.95093932215,-8678.08836767099
-5845.87552918275,-8682.8665582485
-5849.54928628554,-8687.40975325493
-5853.36178227019,-8692.27849814699
-5856.55943397702,-8697.07222933839
-5859.71421765213,-8701.70118882667
-5863.6251330605,-8706.53560150368
-5867.55943266166,-8711.47840967079
-5870.92720385408,-8716.13902663292
-5873.88959875436,-8720.68562068657
-5876.89218355005,-8725.21498838985
-5880.29994334351,-8729.93017554406
-5883.38348945333,-8734.6571098857
-5887.00524111756,-8739.35638628461
-5890.33291146379,-8744.05277583071
-5892.91548035817,-8748.72921832401
-5895.78425337678,-8753.26893762918
-5898.52739653858,-8757.89842042278
-5901.05903238152,-8762.65534393447
-5903.31985717381,-8767.54064330805
-5906.41789627211,-8772.29909270598
-5908.87041594533,-8776.96269513027
-5912.13357324916,-8781.73973759527
-5914.65002975846,-8786.56107974654
-5917.75108977697,-8791.30101630183
-5920.99585697807,-8796.2628841566
-5923.75488638767,-8800.98231104593
-5926.6899504496,-8805.76328842616
-5930.32196635349,-8810.62533044296
-5933.39525661816,-8815.44094796492
-5936.25071617823,-8820.14621669372
-5939.71966613618,-8824.81057772148
-5943.48688169084,-8829.5366344454
-5947.07565082616,-8834.28391155146
-5950.57783646675,-8839.01291582985
-5953.36511441399,-8843.77088554911
-5957.01111907405,-8848.40528138884
-5960.8340570204,-8853.17560790684
-5964.4743318708,-8858.10809954217
-5967.50409690691,-8862.63113758271
-5970.42628298485,-8867.34341946937
-5973.69854851859,-8872.01058524331
-5977.18078408665,-8876.63088790793
-5980.24034641658,-8881.50700240168
-5983.66191609459,-8886.30656441643
-5987.02524301465,-8891.06106268604
-5990.2999476737,-8895.69288388286
-5993.48878872834,-8900.32367744953
-5996.48353356068,-8905.10575414226
-5999.67262864969,-8910.02008544203
-6002.70400351392,-8914.9152743173
-6005.89664436607,-8919.75972115869
-6008.67628688944,-8924.59342581102
-6011.97879745831,-8929.17443174322
-6015.37842965702,-8933.82777084948
-6018.71250179835,-8938.58344865409
-6021.24631425952,-8943.45649974608
-6024.27539801526,-8948.28012717878
-6027.07204081949,-8953.07135455383
-6030.35675948519,-8957.98450961729
-6033.63387003243,-8962.82015650997
-6037.26701176676,-8967.37887562033
-6040.88551148002,-8971.97540511364
-6044.25536067617,-8976.67884403629
-6047.24385582712,-8981.31031900854
-6050.66622296286,-8986.03149866416
-6054.31996929902,-8990.70196420258
-6057.92866957175,-8995.40999534279
-6061.36484281985,-9000.27977251879
-6064.96723376233,-9005.06440475409
-6068.14200051623,-9009.99301522543
-6071.75905632521,-9014.82269621545
-6075.32820957718,-9019.55113730889
-6079.20611879695,-9024.21582290389
-6083.10889422772,-9028.91972336395
-6086.64403942956,-9033.67478655069
-6090.04479481297,-9038.36483741949
-6093.05654505455,-9043.26472111927
-6096.16811102305,-9048.11246349905
-6099.3064110284,-9052.96665003902
-6102.86149880571,-9057.79768251206
-6105.99824729065,-9062.68518675399
-6109.11987655638,-9067.59772634214
-6112.33265649896,-9072.49416621981
-6115.34105369813,-9077.27839978115
