Achiever,Killer,Socializer,Explorer
-2366.34632617451,-1378.06892923586,-1217.02976030219,-1748.62106085596
-2364.63356491883,-1378.0141404315,-1216.42982561088,-1747.0737243525
-2364.40334839339,-1378.66343224144,-1216.49127855479,-1747.5996709366
-2367.22144565302,-1381.01497801584,-1218.24525886124,-1750.20183437545
-2372.3686171975,-1383.66287094993,-1220.33787374552,-1753.9657838339
-2378.24506691995,-1387.1220280442,-1223.13701044587,-1758.49000007758
-2384.64493991711,-1391.23082006482,-1226.15309258093,-1763.28095219236
-2391.69804161832,-1395.3399865855,-1229.75672558238,-1768.7722703835
-2396.63750052601,-1398.06226910227,-1232.48268396261,-1772.78716427738
-2402.5843525578,-1401.59995842528,-1235.2959901831,-1777.80079831053
-2409.39420076547,-1405.41784394398,-1238.32627503603,-1782.73455209828
-2416.38058261215,-1409.88627160573,-1241.58494311584,-1787.7902662846
-2423.92432163391,-1414.27911264618,-1245.62329393317,-1793.27372441664
-2431.73181734209,-1419.07202086486,-1249.18691369166,-1799.06416315259
-2439.19284964942,-1423.76806321312,-1252.68142862579,-1804.60419373586
-2446.67369557613,-1428.26942862897,-1256.51459978624,-1810.10561213934
-2454.5170442372,-1432.59430479079,-1260.17300875779,-1815.71862722365
-2462.50474329565,-1437.26070383397,-1264.08875873835,-1821.73025964369
-2470.32573156311,-1442.17881719774,-1267.91342695023,-1827.68677914863
-2478.10835837282,-1446.8627315706,-1272.08684904456,-1833.7838437231
-2486.40065660417,-1451.90616799909,-1275.9804841363,-1839.8577451858
-2494.43061014432,-1456.72939368843,-1280.34628571077,-1846.18688122815
-2502.39697039472,-1461.83200281297,-1284.34614556968,-1852.28946234807
-2510.39680222408,-1466.37444261573,-1287.97797065835,-1858.08830209526
-2517.98978564379,-1470.13304959958,-1291.81114834574,-1863.48674937137
-2524.79893589175,-1473.41253055195,-1295.60774835577,-1868.39969802664
-2530.77906267186,-1476.33720269344,-1299.1396377241,-1872.29824324307
-2536.06583586069,-1478.73766244011,-1302.32070136789,-1876.15828576241
-2541.05695880585,-1480.78542630267,-1305.47125119172,-1879.45154647809
-2545.47131959486,-1482.83219770892,-1308.59375352835,-1882.35312326342
-2549.07899367517,-1484.90577856532,-1310.79103060001,-1885.03625011959
-2552.83658065315,-1487.3713353073,-1312.42121447415,-1887.78010848931
-2556.86407588746,-1489.56482932315,-1314.12626441474,-1890.89553416207
-2560.7299157583,-1492.35052432464,-1316.54149971693,-1893.98992288444
-2565.23203257679,-1495.16215237895,-1319.16721281276,-1897.71650746554
-2569.98488395311,-1498.3410224344,-1321.36189382984,-1901.38271508292
-2575.5013986051,-1501.44842023596,-1323.09634715292,-1904.82835989306
-2581.2081300854,-1504.62682832383,-1325.18164037207,-1908.76750558831
-2587.08459350751,-1508.15538060765,-1327.81263000257,-1913.64114219169
-2592.89072643365,-1511.52717550888,-1331.07905287991,-1918.35908663429
-2598.66700874584,-1515.71750522251,-1333.89116325939,-1923.10400728686
-2605.29719015905,-1520.06347902992,-1336.73798143712,-1928.64056315257
-2611.93910261122,-1524.43679807858,-1340.48005393061,-1934.03821346301
-2619.00835169707,-1528.71791891984,-1344.12187246047,-1939.16583136343
-2626.00577784716,-1533.35117175754,-1347.78318990743,-1944.45297403052
-2633.37862979294,-1537.5751608793,-1351.73347513615,-1949.82927313667
-2640.88387051001,-1541.67917853869,-1355.74347849759,-1955.70412995807
-2648.74953456509,-1546.06355496021,-1359.67628473377,-1961.39610725502
-2655.9350769999,-1550.80698618712,-1363.7098666081,-1967.30670384496
-2663.54598162908,-1555.64477798242,-1367.95440615904,-1972.93858484604
-2671.06609631798,-1560.10593898785,-1372.18023554728,-1978.90398122053
-2678.92373537141,-1564.50449431041,-1375.82347498453,-1984.8204817686
-2687.15490861913,-1569.27461952677,-1380.02430344658,-1990.8264471835
-2695.07113729847,-1573.8224891647,-1384.10709690839,-1996.45157335609
-2702.80718239281,-1577.77021913119,-1388.20878073663,-2002.38700995081
-2710.66132128345,-1581.87234773643,-1391.84496736154,-2007.62117856036
-2717.93309987162,-1585.76128874042,-1395.56849832554,-2012.94907229323
-2724.09270754077,-1589.12063752593,-1399.07609059881,-2016.96657145707
-2729.60538071645,-1591.82093751871,-1401.70783956772,-2020.70448289125
-2734.2903975977,-1593.86743967305,-1404.44704286648,-2024.0898917726
-2738.22577814726,-1595.93296430437,-1406.72793942625,-2026.58956654679
-2741.57474230845,-1598.30913022364,-1409.23876759287,-2029.84476271082
-2745.31655254991,-1600.86616731969,-1411.3977155421,-2032.80978147162
-2749.11922285101,-1602.93496281187,-1413.39539457105,-2035.38950778283
-2752.97126184205,-1605.05134950001,-1416.12630993217,-2038.20155836118
-2756.94821062202,-1607.54387374724,-1418.13972834353,-2041.17308258031
-2761.36702532845,-1610.16957906171,-1420.05508179826,-2044.82150417874
-2766.95340702499,-1613.50619071745,-1422.43011384362,-2049.00715000098
-2772.08350265817,-1617.35801547429,-1424.89173964441,-2053.38929729349
-2778.06823623717,-1620.85712022134,-1426.79898112812,-2057.96370697806
-2784.15363720136,-1624.33895441545,-1429.80109416685,-2061.98602820295
-2790.74984622953,-1628.14567555841,-1432.75808490774,-2066.7458768528
-2797.48824158678,-1632.35666717017,-1436.56760703708,-2071.96013511203
-2803.98649234612,-1636.2608496463,-1440.34605258118,-2076.74976705994
-2810.73977098468,-1640.48128205245,-1444.08747111622,-2082.10490100987
-2817.94705949442,-1644.8521767257,-1447.43549302025,-2087.37463281914
-2825.00526397704,-1648.83710661272,-1450.82027618839,-2092.71446835987
-2832.07303981507,-1653.38672815451,-1454.45231504716,-2097.98210832118
-2839.25810182056,-1657.95578620083,-1458.11732321377,-2103.97312594042
-2846.83151532744,-1662.63990561356,-1462.23257168868,-2109.81307084957
-2854.20326940495,-1667.00932825377,-1466.02586072977,-2115.75327231061
-2861.96252325826,-1671.48199781535,-1470.31231090267,-2122.28437673079
-2870.11796443848,-1676.37500645137,-1474.06159041287,-2128.373345809
-2877.37542082902,-1681.04973585635,-1478.13785892872,-2134.02821344089
-2885.03240946126,-1685.76926197808,-1482.15681538811,-2139.67700295695
-2893.04594933517,-1690.31091185803,-1486.06581984711,-2145.35112750321
-2900.8573094504,-1694.62844486237,-1490.05445966808,-2150.65341958849
-2908.50762705455,-1698.55405144719,-1493.89110417355,-2155.62081352864
-2915.41221913528,-1701.94347753974,-1497.81560222577,-2160.12777084184
-2921.17605483574,-1704.43552334105,-1501.03649573384,-2164.28963471794
-2926.17233401728,-1707.26753752873,-1504.27324281949,-2167.67383406905
-2930.47443945871,-1709.50668266716,-1506.9967326673,-2171.03216003598
-2934.49121175233,-1711.47984383908,-1509.31157071797,-2174.5058280134
-2937.67582168123,-1714.08155826893,-1511.64669172209,-2177.73870927238
-2941.1084842791,-1716.30703637358,-1513.38533015704,-2180.65877194207
-2944.54261079591,-1718.39122905091,-1515.418892416,-2183.74301153721
-2948.89848330073,-1720.66682729184,-1517.23318369011,-2187.12389616661
-2954.28709536314,-1723.60441430822,-1519.8153802466,-2191.03948238867
-2959.29114644867,-1726.92625182128,-1521.51300414249,-2194.82281463159
-2964.82045866236,-1730.1018320319,-1524.13944079237,-2199.05083779638
-2970.47430448349,-1733.32353329294,-1526.36941813006,-2203.20021746038
-2976.06756099538,-1737.16885711345,-1529.037300053,-2207.23118008425
-2982.28185862456,-1740.78421481441,-1531.74561925618,-2211.63900907919
-2989.02075910754,-1744.80392413658,-1534.98497202264,-2216.2335550726
-2995.3366424236,-1748.49911858738,-1538.12387773411,-2221.06840606595
-3001.60130841532,-1752.67203663305,-1541.7604559251,-2226.30651559658
-3008.59970758693,-1756.51156673908,-1545.84896664324,-2231.88446945001
-3015.60355986887,-1760.63421356978,-1549.88563840306,-2237.00343393745
-3023.21763966383,-1765.33070129433,-1553.68783372942,-2242.33838264977
-3030.68839385979,-1770.06151181984,-1557.00328314061,-2247.90842999529
-3038.49508861446,-1774.95380629828,-1560.66098026692,-2253.84775202257
-3046.27443677084,-1779.28014775871,-1564.46735204827,-2259.2679276236
-3054.31909113671,-1783.7426297915,-1568.32004470285,-2264.57821332488
-3062.58643857793,-1788.29371172191,-1572.38498048944,-2270.14615737688
-3070.49804898497,-1792.63993940225,-1576.24032900409,-2276.27883670368
-3078.42877151259,-1797.5340570572,-1580.51134286269,-2282.62686315644
-3086.37842064522,-1802.46971388923,-1584.49795796323,-2289.14254838408
-3093.63745558814,-1807.12659417122,-1588.46274917004,-2294.6661443456
-3101.32116330208,-1811.31651039451,-1592.33192471183,-2300.31922895563
-3108.84195226561,-1814.99491423969,-1595.52154682183,-2305.30497042199
-3114.88299743141,-1818.22763117759,-1598.92976186314,-2309.2054791619
-3120.76831729777,-1821.27937317382,-1602.05113851376,-2312.97153395333
-3126.48182307175,-1823.80231131608,-1604.79140803311,-2316.68434594509
-3131.36714412733,-1826.25744834767,-1607.85516086115,-2320.02228278684
-3135.41058630824,-1828.39809091926,-1609.62945865306,-2322.8860906282
-3139.39488727999,-1830.77873354012,-1611.80738338428,-2326.69131245451
-3143.87091520636,-1833.16415905048,-1614.77296410661,-2330.01173886623
-3148.41853671595,-1835.33471782896,-1616.91114386812,-2333.38731376692
-3152.61201452961,-1838.23130577488,-1618.91198622986,-2336.45421852305
-3157.66664925262,-1840.72882009812,-1620.96089553764,-2340.25186168645
-3162.5615375346,-1843.90199882694,-1623.2417287663,-2344.33800436466
-3167.91093423662,-1847.15767239835,-1625.86804297878,-2348.40558185916
-3173.71203964608,-1850.47295595576,-1628.61568966958,-2352.48994852435
-3179.66668135288,-1854.25548837612,-1631.76284450227,-2357.03645485369
-3185.79157206513,-1858.09898925457,-1634.95809465457,-2361.674851289
-3192.20118587499,-1861.80540937421,-1637.90658007459,-2366.58986541918
-3198.83756879728,-1865.50049266777,-1641.52020870511,-2371.86954970532
-3205.59479757692,-1869.75275079853,-1644.60839126454,-2377.05788876129
-3212.93516914402,-1873.6130780059,-1647.8971774086,-2382.50242636048
-3220.56287812266,-1877.7169742203,-1651.61732205055,-2388.16813338379
-3228.28023936379,-1882.10813211984,-1655.25736820418,-2393.78065891856
-3235.46374186363,-1886.48659154076,-1659.02409859291,-2399.74931815938
-3242.9430837382,-1890.96733893866,-1662.61334723554,-2405.47831455777
-3250.48886069824,-1895.39413289868,-1666.61337622247,-2411.56808864534
-3258.38852983613,-1900.22327220015,-1670.53372682073,-2417.62657588691
-3266.00096577452,-1904.83686115016,-1674.07669172733,-2423.28813956897
-3273.98582294992,-1909.37524219189,-1677.77681801561,-2429.3146920485
-3282.13748608202,-1913.98726543426,-1682.09798921129,-2435.75758773433
-3289.99793764094,-1918.3693230565,-1686.09433173863,-2441.80392138881
-3297.76061005666,-1922.48702418659,-1690.01903586858,-2447.58115223513
-3305.160603217,-1926.2484941505,-1693.79233457064,-2452.07332077952
-3311.37972544739,-1929.4761259238,-1697.44767131643,-2456.37753479831
-3317.26204490055,-1932.76692709729,-1700.81223712529,-2460.79005632033
-3322.35499105398,-1935.48288104568,-1703.5593762682,-2464.91323887416
-3327.26241955083,-1937.88228617254,-1706.37526500117,-2468.46426685921
-3331.83134797492,-1940.60192507922,-1708.38820519005,-2471.92366781392
-3335.50523710334,-1942.6864060604,-1710.94168818835,-2474.81234530126
-3339.39377916216,-1944.76944592543,-1713.13227895255,-2477.76536696227
-3343.82497286721,-1947.19283914087,-1715.72250940643,-2480.68320526909
-3348.71281055187,-1949.84790214577,-1718.2132183591,-2483.81696717055
-3353.25548031242,-1952.81560459476,-1720.66102839782,-2487.64157197666
-3357.94482402388,-1955.64966117163,-1722.79549902127,-2491.23767135057
-3363.11437077082,-1959.32067047702,-1725.19319106175,-2494.91341106169
-3368.43956245192,-1962.71241393073,-1727.29323091533,-2499.19212720355
-3374.08089926301,-1965.95772411154,-1730.09235210715,-2502.98571717491
-3380.28403408775,-1969.75007376383,-1733.20103720955,-2507.97905046108
-3386.42546066373,-1973.70963965815,-1736.41000100321,-2512.54762648899
-3393.19585360822,-1978.00017430121,-1739.72576603303,-2517.2156985655
-3400.01691672266,-1982.24671192639,-1743.09274472656,-2521.79264112612
-3407.08733980473,-1986.83611805258,-1746.27144489747,-2527.01186070291
-3414.50601295946,-1991.42596189247,-1749.40707878565,-2532.0875840042
-3422.11348996622,-1995.75932594278,-1753.00945627206,-2537.63208611593
-3429.38752537228,-2000.23839319565,-1756.46073282344,-2543.08476907684
-3436.53229540135,-2004.8384219276,-1760.33565742259,-2548.86224224185
-3443.80752937777,-2009.5229856097,-1764.25742701559,-2554.3817395976
-3451.6430742338,-2013.72651238085,-1768.36231676779,-2560.06378623162
-3459.32966266968,-2017.83912737868,-1772.54878245276,-2566.20943121463
-3467.07508446093,-2022.64594457691,-1776.48174094862,-2572.23156077258
-3475.30539279642,-2027.47436280286,-1780.94408432557,-2578.40411340075
-3483.33590709584,-2031.88436703213,-1785.2783813159,-2584.48898464761
-3491.37593709905,-2035.85885745514,-1789.3874421786,-2590.13050768587
-3498.41881851734,-2039.80109467235,-1793.38205688762,-2595.27277150291
-3505.67984005369,-2043.45116702488,-1796.88418290916,-2600.03420079628
-3511.89370975889,-2046.87430914758,-1800.34841448522,-2604.65366907824
-3517.36887813553,-2049.69759360131,-1803.84125326447,-2608.9984544524
-3522.68813661486,-2052.57470942408,-1807.26879474675,-2612.93875234625
-3527.71706495005,-2054.9822139727,-1810.529151102,-2616.46752839335
-3532.26689468135,-2057.30501454164,-1813.89047773238,-2619.27392052952
-3536.30237861881,-2058.99373110785,-1816.57260577787,-2622.24617835959
-3540.25522582562,-2061.55400918843,-1819.4164398028,-2625.84020071267
-3544.2974812222,-2063.98428493175,-1821.35139263465,-2629.22894453757
-3549.17236996971,-2066.96303890569,-1823.19156579078,-2632.56572155886
-3553.94218354125,-2069.91098431648,-1826.09310931114,-2636.56696542319
-3558.60331840927,-2072.76479969274,-1828.9608351036,-2640.26261027662
-3564.33743477312,-2075.84640875292,-1831.633716905,-2644.08989809074
-3569.54828507003,-2079.27292563424,-1834.54868659775,-2648.25285646393
-3575.36860861274,-2082.59338872207,-1837.74387782921,-2653.10889791151
-3581.41722803804,-2085.99148545347,-1840.87986425435,-2658.01970651858
-3587.66066684581,-2089.95670275907,-1843.8936942212,-2662.9401639575
-3594.06861272612,-2094.30354794,-1847.03964732642,-2667.7807998858
-3600.7477638685,-2098.54928653021,-1850.01653889122,-2672.41650342595
-3607.85703589262,-2103.05469753413,-1853.14143303025,-2677.48643240302
-3614.99992233996,-2107.65336803548,-1856.49315710333,-2682.9438442542
-3622.46613516004,-2112.2346930475,-1859.86599061149,-2688.73186320353
-3629.85910487972,-2116.44534270212,-1863.57328596319,-2694.18747307391
-3636.98926467722,-2120.78531855012,-1867.56529048554,-2700.15282866866
-3644.87663205817,-2125.68451017106,-1871.5532282009,-2706.06314613495
-3652.59659534245,-2130.41230785121,-1875.6245658655,-2711.85569271885
-3660.38234231733,-2135.00151219345,-1879.59602032607,-2717.96848263046
-3668.11664928665,-2139.74145186713,-1883.19848555675,-2724.16206298918
-3676.11694930637,-2144.31420518139,-1887.00543996124,-2730.65766790172
-3684.29670008762,-2148.20632674428,-1890.92134022208,-2736.32748479737
-3692.27630714408,-2152.3681518135,-1894.97712005205,-2741.8397303296
-3699.4740015008,-2156.23708664005,-1898.46751235582,-2747.05861851953
-3706.44357397581,-2159.88565970517,-1902.13133122671,-2751.82383413854
-3712.44450300446,-2162.74948379218,-1905.62266203946,-2756.06227918281
-3717.86434397253,-2165.1934703794,-1908.72922611007,-2759.86895324587
-3723.35704982343,-2167.44075296005,-1912.00307158094,-2762.92182762187
-3728.47218489009,-2169.78045187355,-1914.92468627569,-2766.12022350823
-3732.80073286619,-2172.39143495228,-1917.38560682229,-2769.32324132668
-3737.05273442187,-2174.93288941649,-1920.02536458725,-2772.49353266584
-3741.22348818889,-2178.18777774682,-1922.38330188979,-2775.37979517221
-3746.02578659209,-2181.23538356272,-1925.02596707462,-2778.61431250581
-3750.46237130784,-2184.00474263074,-1927.39625167457,-2782.54498361677
-3755.42049564222,-2187.20278357158,-1930.08416343438,-2786.38194142127
-3760.73344210283,-2190.65525697083,-1932.40074509029,-2789.9472958997
-3766.38773841022,-2194.55875631276,-1935.18011121007,-2794.21981872181
-3772.28431864505,-2198.20211283893,-1938.12000086427,-2799.09844938102
-3778.63037448984,-2201.29708335434,-1940.79498348052,-2803.99591910371
-3785.22687695536,-2205.0242816053,-1943.52532079959,-2808.8210307971
-3791.44483504345,-2209.11262258865,-1946.37306224868,-2813.44445870079
-3797.79984648663,-2213.35773413811,-1949.24915281714,-2818.38493277609
-3804.60371765116,-2217.64349504762,-1952.42108567788,-2823.85494797277
-3811.92700594173,-2221.95640188808,-1955.65769414111,-2829.17469091403
-3819.16297541293,-2226.1117338888,-1958.92539575133,-2834.9978753188
-3826.76493000299,-2230.50985614854,-1962.47992104263,-2840.97198131397
-3834.01711033944,-2235.05651430104,-1966.19504969837,-2846.73146756939
-3841.62452797912,-2240.07249233928,-1970.16559178499,-2852.5100137702
-3849.54230258626,-2245.04845677267,-1974.0789316639,-2858.62366037123
-3857.99919075003,-2249.75329488966,-1978.38846246258,-2864.85531542077
-3866.01786219161,-2254.48881659206,-1982.69679581912,-2871.05025457649
-3873.81137770499,-2259.64755214238,-1986.53540873296,-2876.56542778883
-3881.64617460279,-2263.96072808056,-1990.84898849949,-2882.19719481046
-3889.46601892003,-2268.42000191399,-1995.45961358476,-2887.54959465418
-3896.46043991765,-2272.586795605,-1999.85002397407,-2892.74770295035
-3903.03535843885,-2276.12408956376,-2003.63389541754,-2897.60124916696
-3909.36528927337,-2279.50592077943,-2007.29997539701,-2901.84395920524
-3915.33453463543,-2282.58735120189,-2010.99094311706,-2905.608766262
-3921.45315080337,-2284.66560170438,-2014.02312866132,-2909.40458532327
-3926.30997931513,-2286.80427069308,-2017.12196798899,-2913.24025943388
-3930.72310830047,-2289.41787340313,-2019.53255781219,-2916.32251705055
-3934.66231999982,-2292.33835015223,-2022.33994826986,-2919.35440699689
-3938.72649887292,-2294.85318458394,-2025.19373916198,-2923.25060816174
-3942.98082794832,-2297.72712764328,-2027.64333743978,-2927.00546538236
-3947.30097176385,-2300.32013221843,-2030.3253569241,-2930.69948795247
-3951.96660382741,-2303.11184330952,-2032.54147789531,-2934.41199564272
-3957.18291746569,-2306.27334780352,-2034.55145637462,-2937.95469525026
-3962.78244758929,-2309.85077817399,-2037.40195604537,-2941.95427029545
-3969.0592859296,-2313.21001304024,-2039.95095324161,-2946.28956225091
-3974.58954861152,-2316.66091712125,-2042.66139418358,-2950.50811554387
-3980.78247982767,-2320.44517629234,-2045.6460701132,-2955.21861533183
-3987.24624578612,-2324.33620252969,-2048.92551321695,-2959.86712220814
-3993.94337779521,-2328.8542274348,-2052.56575629771,-2965.0426140482
-4001.10483275316,-2333.07428188099,-2055.48000430286,-2970.53523702655
-4008.13361419737,-2337.60444547163,-2058.69633891759,-2976.04206664356
-4015.52068773187,-2342.09046619143,-2062.18452223928,-2981.76934256943
-4022.45991906999,-2346.5479012015,-2065.8237951724,-2987.63393199933
-4030.25676881015,-2351.20947543101,-2069.58578408313,-2993.38823946778
-4037.71165192799,-2355.99423731366,-2073.52278979971,-2999.02228876677
-4045.86389627233,-2360.54016714668,-2077.76354845644,-3005.05246954109
-4053.82343730259,-2365.52951514158,-2081.77733502858,-3011.13683530043
-4061.73215224264,-2370.35322194314,-2085.75394053062,-3017.10985561029
-4070.37335473252,-2375.07074972137,-2089.5404264576,-3022.96594035013
-4078.45639919878,-2379.9928348161,-2093.83411802792,-3028.79505564713
-4086.30428232185,-2384.37579826235,-2097.67902064725,-3034.47533464792
-4094.34147791125,-2388.79191272847,-2101.57560759683,-3039.55352326562
-4101.41891225479,-2392.38636175911,-2105.40765695966,-3044.61563739496
-4108.34012202062,-2396.46347193725,-2108.88656302992,-3049.81723750987
-4114.55627836748,-2399.40341771729,-2112.03513308154,-3053.78806531492
-4119.96228198646,-2402.46188101145,-2115.25557684051,-3057.29996291304
-4125.31413884697,-2405.05531796098,-2118.22381563843,-3060.36513972396
-4130.23672175953,-2407.82077482851,-2121.22237212265,-3063.25892827776
-4134.82582347858,-2410.46516771478,-2123.78659027859,-3066.91209654237
-4138.98041560768,-2413.06856085837,-2125.84559186157,-3070.39282898183
-4142.73211512055,-2415.756590632,-2128.3833994434,-3073.7757615011
-4146.94858392813,-2418.36109041691,-2130.42076067067,-3076.67734158857
-4151.15110798103,-2420.94468106745,-2133.25803896424,-3080.40432867407
-4156.09041532998,-2424.4370557692,-2135.44604818175,-3083.74377166655
-4161.250814947,-2427.54740657968,-2137.58498296265,-3088.38171172981
-4166.74882070284,-2431.22581203478,-2140.44314921506,-3093.06292839621
-4172.82246935248,-2434.65033674225,-2143.34633972942,-3097.77432132251
-4178.75132041917,-2438.40959208887,-2146.23038215839,-3102.32344819989
-4184.596211285,-2442.60106551914,-2149.51724315586,-3107.28281038
-4191.35730331793,-2446.99654789169,-2152.6929877279,-3112.14965923968
-4198.05366142901,-2451.3409517818,-2156.06093045967,-3117.44298570211
-4204.871966514,-2455.81561699286,-2159.75472883261,-3122.06678834029
-4212.24097963348,-2459.69588943836,-2163.20653709243,-3127.30791640656
-4219.63937441914,-2463.63208511297,-2166.91096643224,-3132.69760841138
-4227.54081420918,-2468.2798429396,-2170.2395166515,-3138.25039610423
-4235.69403273976,-2472.61736182502,-2173.50809942599,-3143.67033284964
-4243.10300161073,-2477.14008326166,-2176.89692988958,-3149.42825460309
-4250.89346482881,-2481.37486286656,-2180.6224816429,-3155.64577321471
-4258.70162374804,-2485.74570181487,-2184.5096196046,-3161.70886116282
-4266.47507199193,-2490.50918861121,-2188.6096469572,-3167.65632021768
-4274.41098053339,-2495.16945276215,-2193.01071536548,-3173.74169100978
-4282.36547080275,-2499.83376651464,-2196.94189384364,-3179.41463914002
-4290.22006430138,-2504.43768388212,-2201.17804600197,-3184.88558339298
-4298.27431789247,-2508.59543446559,-2205.18449712366,-3189.87448723049
-4304.86167001252,-2512.58470788724,-2209.06350056011,-3194.86386547052
-4311.14018276086,-2515.86166125822,-2212.56149358291,-3199.0333335659
-4317.4142612054,-2518.53891001805,-2216.54491326979,-3202.90751874759
-4323.37782496164,-2521.33471540844,-2219.83089499542,-3206.27973329273
-4328.79310923956,-2524.33911019837,-2222.64510362833,-3209.83922010279
-4333.65574396628,-2526.70116323382,-2225.29197426061,-3213.25275860801
-4338.22639303186,-2529.04795735889,-2228.0196988838,-3216.25018509603
-4342.62948579458,-2531.96382292814,-2230.61056553937,-3219.79895515419
-4346.84689691792,-2534.83068942175,-2233.33155523623,-3223.48371605568
-4351.30862155221,-2537.85487633016,-2235.91287454006,-3226.82996522131
-4349.74280906891,-2536.74153016698,-2234.91107493147,-3225.01597558686
-4346.64797462796,-2534.46002516206,-2233.55026583003,-3223.32130210738
-4344.69527912405,-2533.84421043931,-2232.72865289836,-3221.94415399944
-4344.24550591252,-2534.74879646443,-2232.07024459043,-3221.73206883206
-4346.14268984007,-2536.40479212544,-2232.95430949988,-3223.16944116268
-4345.22917737131,-2535.84262096682,-2232.41734096521,-3223.04910624674
-4346.22788958351,-2536.73118690812,-2232.71167345642,-3223.9507605709
-4349.62318513473,-2538.83105889303,-2234.47011616097,-3226.36543844677
-4354.59468019363,-2541.9706402146,-2236.89075978526,-3230.33132354292
-4360.45923495809,-2545.77085406485,-2240.24483645153,-3234.54463017985
-4367.59093296392,-2550.12578978802,-2243.91530431995,-3239.95977745562
-4375.02605165909,-2554.54411958534,-2247.28338754098,-3245.43573676516
-4377.11140469693,-2554.96761675154,-2248.32448174624,-3246.77599466092
-4380.99031878509,-2557.03296249918,-2249.83213487535,-3249.91171296002
-4386.93149797589,-2560.48561244485,-2252.48833839568,-3254.57238407937
-4394.00960202375,-2564.62310030912,-2255.9625045872,-3260.09477510145
-4402.3479306552,-2569.30943930174,-2259.96534237408,-3265.86506142704
-4410.73306647779,-2573.94760267472,-2263.73555683991,-3272.4861859419
-4418.96934437251,-2578.64569913678,-2267.94933174868,-3279.02555257945
-4421.17998519126,-2580.0011389404,-2269.17471719491,-3280.6841712
-4424.32607007561,-2581.95584206309,-2271.31518551246,-3282.59827717934
-4430.01029461072,-2584.37973867758,-2274.21897645703,-3286.47758246334
-4436.18707979582,-2587.51977418208,-2277.94994696317,-3290.60640280714
-4442.06588587707,-2590.98945649528,-2281.11585167529,-3294.52999740229
-4448.66759866201,-2594.60730540468,-2284.25904706444,-3298.9199860397
-4454.16362239018,-2598.10746457927,-2287.64475537346,-3303.01786805243
-4453.6026856608,-2597.98653730327,-2287.87197105373,-3302.31473012912
-4454.6762698664,-2598.22880786272,-2289.13222193961,-3303.03087965162
-4458.14980567244,-2599.82056755391,-2290.88729613104,-3304.87893269897
-4462.21567845546,-2602.45304843256,-2293.18070103098,-3307.96693073928
-4466.84044454734,-2605.51390785787,-2295.38963648912,-3311.93257132631
-4472.10195426684,-2608.86906181774,-2297.96744730542,-3315.91057859802
-4478.16741252946,-2612.70433407052,-2301.02549602194,-3320.4008962789
-4478.20819910527,-2612.29355068799,-2300.60913953822,-3319.93036418244
-4480.12917843903,-2613.37893236756,-2301.02084833732,-3321.50360956134
-4484.33655566591,-2616.26308899895,-2303.0267259261,-3324.94730368881
-4490.45085210719,-2619.48229478838,-2305.56770655285,-3329.74929858442
-4497.29280972992,-2623.50880020158,-2308.94285357198,-3334.99730254601
-4504.53973873996,-2628.16925533048,-2312.45975441693,-3340.25106461143
-4511.72435684432,-2632.86299286078,-2316.26611533542,-3346.09938298688
-4513.01535396725,-2633.70896294804,-2317.30004327101,-3347.00241387004
-4516.04171556099,-2635.8259744895,-2319.02747075414,-3349.03410185255
-4521.34402496023,-2639.13653977991,-2321.75304929949,-3353.42380161277
-4528.11461891668,-2643.16288080929,-2325.01832666807,-3358.54992861539
-4535.39004688732,-2648.04487058871,-2328.65099570917,-3364.62704004718
-4543.82846870503,-2652.8534241475,-2332.65600277694,-3371.07769489175
-4552.3610941295,-2657.81569726495,-2336.74095586082,-3377.54699644349
-4555.3636244556,-2659.2373707728,-2337.50961467037,-3379.35746579912
-4559.45828517678,-2661.42517341927,-2339.45240960088,-3382.11248906773
-4564.834025591,-2665.07186443509,-2342.6608134247,-3386.6472661446
-4571.71719013972,-2668.75691495539,-2346.28528669408,-3391.90352796633
-4579.58127098883,-2673.11931495996,-2350.26589508383,-3397.50666280546
-4587.48463264164,-2677.21587130933,-2354.1126860967,-3403.21003788216
-4594.54759012562,-2680.93081076607,-2358.30888139532,-3408.2451037515
-4599.20088944264,-2683.55728430689,-2361.00637837447,-3411.50819515013
-4604.49327616594,-2686.17178295954,-2363.64275545281,-3414.81638354795
-4609.97552918816,-2688.81734543436,-2366.66822200335,-3418.6679652459
-4615.18811175147,-2691.32394584612,-2369.9299643954,-3421.68706998745
-4619.64488720184,-2693.79397967504,-2373.05904721174,-3425.6657674628
-4624.42020350574,-2696.56773275868,-2376.25180333566,-3429.59646457858
-4629.38657499698,-2699.86838715202,-2378.91850230618,-3433.31514011055
-4633.50425956129,-2702.36789399105,-2381.48999379807,-3436.69585521471
-4637.99099761638,-2705.10266225949,-2384.2131374006,-3439.81099603127
-4642.51943285124,-2708.19533010774,-2386.91390674933,-3443.34281544537
-4647.72560283767,-2711.23050400619,-2389.40055802751,-3447.23572594733
-4652.99003999199,-2714.19032551303,-2391.53146133248,-3451.28239176635
-4658.60817552064,-2718.13828952244,-2394.10053967284,-3455.93857205465
-4664.27392871808,-2721.58250967261,-2397.10478063908,-3460.24202758536
-4670.13472904353,-2725.07656655454,-2400.08858171227,-3464.79651472498
-4676.16647474202,-2729.03826426204,-2403.64059982408,-3469.59478043847
